links
https://www.history.com/
https://www.history.com/this-day-in-history
https://www.history.com/topics
https://www.history.com/news
https://www.history.com/profile/information
https://www.history.com/
https://www.history.com/emails/sign-up
https://www.history.com/
https://www.history.com/topics
https://www.history.com/topics/holidays
https://www.history.com/author/history
https://www.history.com/topics/history-of-israel
https://www.history.com/author/history
